,Unnamed: 0,raw_text,aspectTerms
443,443,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,"[{'term': 'performance', 'polarity': 'positive'}]"
444,444,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","[{'term': 'iLife software', 'polarity': 'positive'}, {'term': 'iPhoto', 'polarity': 'positive'}, {'term': 'iMovie', 'polarity': 'positive'}, {'term': 'iWeb', 'polarity': 'positive'}, {'term': 'iTunes', 'polarity': 'positive'}, {'term': 'GarageBand', 'polarity': 'positive'}, {'term': 'runs', 'polarity': 'positive'}]"
445,445,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"[{'term': 'system board', 'polarity': 'negative'}]"
446,446,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.","[{'term': 'size', 'polarity': 'neutral'}, {'term': 'software', 'polarity': 'neutral'}, {'term': 'hardware', 'polarity': 'neutral'}]"
447,447,"It has plenty of memory, lots of hard drive, and great graphics.","[{'term': 'memory', 'polarity': 'positive'}, {'term': 'hard drive', 'polarity': 'positive'}, {'term': 'graphics', 'polarity': 'positive'}]"
448,448,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"[{'term': 'programs', 'polarity': 'positive'}, {'term': 'navigation', 'polarity': 'positive'}]"
449,449,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).","[{'term': 'hinge', 'polarity': 'negative'}, {'term': 'LCD', 'polarity': 'neutral'}]"
450,450,My problem was with DELL Customer Service.,"[{'term': 'DELL Customer Service', 'polarity': 'negative'}]"
451,451,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.","[{'term': 'RMA service', 'polarity': 'positive'}]"
452,452,Design: very durable.,"[{'term': 'Design', 'polarity': 'positive'}]"
453,453,It is easy to go from one keyboard to another.,"[{'term': 'keyboard', 'polarity': 'neutral'}]"
454,454,Has a 5-6 hour battery life.,"[{'term': 'battery life', 'polarity': 'neutral'}]"
455,455,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,"[{'term': 'screen/video resolution', 'polarity': 'negative'}, {'term': 'resolution', 'polarity': 'negative'}]"
456,456,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.","[{'term': 'applications', 'polarity': 'neutral'}, {'term': 'Dreamweaver', 'polarity': 'neutral'}, {'term': 'Final Cut Pro 7', 'polarity': 'neutral'}, {'term': 'Photoshop', 'polarity': 'neutral'}, {'term': 'Safari', 'polarity': 'neutral'}, {'term': 'Firefox', 'polarity': 'neutral'}, {'term': 'MSN Messenger', 'polarity': 'neutral'}]"
457,457,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.","[{'term': 'warrenty', 'polarity': 'negative'}]"
458,458,Ive had to call tech support many times.,"[{'term': 'tech support', 'polarity': 'neutral'}]"
459,459,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!","[{'term': 'Apple applications', 'polarity': 'positive'}, {'term': 'iPhoto', 'polarity': 'positive'}]"
460,460,Not to mention it has shit gigs.,"[{'term': 'gigs', 'polarity': 'negative'}]"
461,461,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.","[{'term': 'memory', 'polarity': 'neutral'}, {'term': '17-inch screen', 'polarity': 'neutral'}, {'term': 'DVD', 'polarity': 'positive'}, {'term': 'CD burners', 'polarity': 'positive'}]"
462,462,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","[{'term': 'web browsing', 'polarity': 'positive'}, {'term': 'uploading photos', 'polarity': 'positive'}, {'term': 'watching movies', 'polarity': 'positive'}, {'term': 'creating presentations', 'polarity': 'positive'}]"
463,463,"Quality Display  I love HP,, it's the only computer/printer we will buy.","[{'term': 'Quality Display', 'polarity': 'positive'}]"
464,464,"Despite the inconvenient weight, I opted for the 12 cell battery.","[{'term': 'weight', 'polarity': 'conflict'}, {'term': '12 cell battery', 'polarity': 'positive'}]"
465,465,The case is carved out of a single block of aluminum.,"[{'term': 'case', 'polarity': 'neutral'}]"
466,466,     First it burned or fused the power adapter plug.,"[{'term': 'power adapter plug', 'polarity': 'negative'}]"
467,467,"the features are great, the only thing it needs is better speakers.","[{'term': 'features', 'polarity': 'positive'}, {'term': 'speakers', 'polarity': 'negative'}]"
468,468,"It was still working, but there was nothing on the screen.","[{'term': 'screen', 'polarity': 'negative'}]"
469,469,I bought this laptop and found its TAB is not functioning.,"[{'term': 'TAB', 'polarity': 'negative'}]"
470,470,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,"[{'term': 'extended warrenty', 'polarity': 'negative'}]"
471,471,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).","[{'term': 'TFT panel', 'polarity': 'negative'}]"
472,472,"Navigation through the computer is far superior compared to Windows operating systems, as well.","[{'term': 'Navigation', 'polarity': 'positive'}, {'term': 'Windows operating systems', 'polarity': 'negative'}]"
473,473,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.","[{'term': 'screen', 'polarity': 'negative'}, {'term': 'screen size', 'polarity': 'negative'}, {'term': 'bulk', 'polarity': 'negative'}]"
474,474,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.","[{'term': 'music software', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'positive'}, {'term': 'picture', 'polarity': 'negative'}, {'term': 'video', 'polarity': 'negative'}]"
475,475,The much lauded combined touch pad and clicker is a nightmare.,"[{'term': 'combined touch pad and clicker', 'polarity': 'negative'}]"
476,476,"The Unibody construction is solid, sleek and beautiful.","[{'term': 'Unibody construction', 'polarity': 'positive'}]"
477,477,This MacBook is an outstanding product with great value.,"[{'term': 'value', 'polarity': 'positive'}]"
478,478,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,"[{'term': 'Windows', 'polarity': 'negative'}, {'term': 'screen hinges', 'polarity': 'negative'}]"
479,479,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,"[{'term': 'BATTERY', 'polarity': 'negative'}, {'term': 'STORAGE LIFE', 'polarity': 'conflict'}, {'term': 'SERVICE', 'polarity': 'negative'}]"
480,480,and plenty of storage with 250 gb(though I will upgrade this and the ram..),"[{'term': 'storage', 'polarity': 'positive'}, {'term': 'ram', 'polarity': 'neutral'}]"
481,481,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.","[{'term': 'Nvidia chipset', 'polarity': 'negative'}]"
482,482,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,"[{'term': 'extended warranty', 'polarity': 'neutral'}]"
483,483,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.","[{'term': 'Programs', 'polarity': 'negative'}]"
484,484,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,"[{'term': 'CHARGE TIME', 'polarity': 'negative'}]"
485,485,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.","[{'term': 'size', 'polarity': 'negative'}, {'term': 'consistancy', 'polarity': 'negative'}]"
486,486,"the key bindings take a little getting used to, but have loved the Macbook Pro.","[{'term': 'key bindings', 'polarity': 'negative'}]"
487,487,Keyboard is reasonable size.,"[{'term': 'Keyboard', 'polarity': 'positive'}, {'term': 'size', 'polarity': 'positive'}]"
488,488,I find myself using the 10-key more than I thought I would.,"[{'term': '10-key', 'polarity': 'positive'}]"
489,489,Fan noise: The fan made a constant hissing noise in the background.,"[{'term': 'Fan', 'polarity': 'negative'}, {'term': 'fan', 'polarity': 'negative'}]"
490,490,"The screen is bright and clear, the operating system is solid and friendly to a novice.","[{'term': 'screen', 'polarity': 'positive'}, {'term': 'operating system', 'polarity': 'positive'}]"
491,491,It has a .1 ghz faster processor and a stock 500gb hard drive.,"[{'term': 'processor', 'polarity': 'positive'}, {'term': '500gb hard drive', 'polarity': 'positive'}]"
492,492,The feature are good enough for what I need.,"[{'term': 'feature', 'polarity': 'positive'}]"
493,493,"Finally, the biggest problem has been tech support.","[{'term': 'tech support', 'polarity': 'negative'}]"
494,494,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.","[{'term': 'USB output', 'polarity': 'negative'}]"
495,495,With Windows laptops a wireless mouse is an absolute must.,"[{'term': 'wireless mouse', 'polarity': 'neutral'}]"
496,496,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","[{'term': 'size', 'polarity': 'positive'}, {'term': 'screen', 'polarity': 'positive'}, {'term': 'Windows', 'polarity': 'neutral'}, {'term': 'Linux', 'polarity': 'neutral'}]"
497,497,But if you're willing to pay another 200 dollar for a windows disc.,"[{'term': 'windows disc', 'polarity': 'neutral'}]"
498,498,Very good quality and well made.,"[{'term': 'quality', 'polarity': 'positive'}]"
499,499,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.","[{'term': 'touchpad', 'polarity': 'positive'}]"
500,500,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,"[{'term': 'video card', 'polarity': 'neutral'}]"
501,501,It had the full sized touch pad with 2 buttons instead of just one.,"[{'term': 'touch pad', 'polarity': 'neutral'}]"
502,502,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.","[{'term': 'external mouse', 'polarity': 'neutral'}]"
