,Unnamed: 0,raw_text,aspectTerms
577,577,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.","[{'term': 'bacon', 'polarity': 'negative'}, {'term': 'platter', 'polarity': 'negative'}, {'term': 'in sandwiches', 'polarity': 'negative'}, {'term': 'frying', 'polarity': 'negative'}, {'term': 'bacos', 'polarity': 'negative'}]"
578,578,"Outstanding Bagels, but you get what you pay for.","[{'term': 'Bagels', 'polarity': 'positive'}]"
579,579,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","[{'term': 'Pizza', 'polarity': 'positive'}, {'term': 'crust', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'neutral'}, {'term': 'bread', 'polarity': 'positive'}]"
580,580,"I found it on a cold night, the perfect spot to warm up.","[{'term': 'spot', 'polarity': 'positive'}]"
581,581,They even have a section in the menu called American Chinese food!,"[{'term': 'menu', 'polarity': 'negative'}, {'term': 'American Chinese food', 'polarity': 'negative'}]"
582,582,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'beef carpaachio', 'polarity': 'positive'}, {'term': 'pasta', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'positive'}]"
583,583,kalbi and nebbiolo do work together.,"[{'term': 'kalbi', 'polarity': 'neutral'}, {'term': 'nebbiolo', 'polarity': 'neutral'}]"
584,584,"Best Italian food I ever had (and being Italian, that means alot).","[{'term': 'Italian food', 'polarity': 'positive'}]"
585,585,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,"[{'term': 'Italian food', 'polarity': 'positive'}]"
586,586,Located at the end of a magnificent block.,"[{'term': 'Located', 'polarity': 'positive'}]"
587,587,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'room', 'polarity': 'neutral'}, {'term': 'clubhouse', 'polarity': 'negative'}]"
588,588,They don't walk around with the trays of Dim Sum.,"[{'term': 'trays of Dim Sum', 'polarity': 'neutral'}]"
589,589,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","[{'term': 'bar', 'polarity': 'positive'}, {'term': 'bartenders', 'polarity': 'positive'}]"
590,590,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"[{'term': 'dessert', 'polarity': 'neutral'}, {'term': 'waitress', 'polarity': 'negative'}, {'term': 'bill', 'polarity': 'neutral'}]"
591,591,I really loved the different and inovated touch that's the cheff gives to the food.,"[{'term': 'cheff', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
592,592,They came out over cooked and the cheese was almost non existant.,"[{'term': 'cheese', 'polarity': 'negative'}]"
593,593,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'negative'}, {'term': 'price range', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'neutral'}]"
594,594,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","[{'term': 'svc', 'polarity': 'negative'}]"
595,595,"The food is good, especially their more basic dishes, and the drinks are delicious.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}]"
596,596,But the main hit was the whole grilled fish.,"[{'term': 'whole grilled fish', 'polarity': 'positive'}]"
597,597,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.","[{'term': 'tuna tartare', 'polarity': 'positive'}, {'term': 'sake', 'polarity': 'positive'}, {'term': 'mushroom ravioli', 'polarity': 'positive'}, {'term': 'pinot noir', 'polarity': 'positive'}, {'term': 'chocolate sampler', 'polarity': 'positive'}, {'term': 'dessert wine', 'polarity': 'positive'}]"
598,598,On a hot day it was fabulous to stop in and enjoy lunch.,"[{'term': 'lunch', 'polarity': 'positive'}]"
599,599,The food is delicious and beautifully prepared along with the friendly and personable service.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
600,600,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,"[{'term': 'lines', 'polarity': 'negative'}, {'term': 'crowds', 'polarity': 'negative'}]"
601,601,Pizza here is consistently good.,"[{'term': 'Pizza', 'polarity': 'positive'}]"
602,602,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,"[{'term': 'shows', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'characters', 'polarity': 'positive'}]"
603,603,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'beers', 'polarity': 'neutral'}, {'term': 'manager', 'polarity': 'negative'}, {'term': 'reservations', 'polarity': 'positive'}]"
604,604,Wouldn't recomend it for dinner!,"[{'term': 'dinner', 'polarity': 'negative'}]"
605,605,Sauce was watery and the food didn't have much flavor.,"[{'term': 'Sauce', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'flavor', 'polarity': 'negative'}]"
606,606,My husband and I enjoy Sangria.,"[{'term': 'Sangria', 'polarity': 'positive'}]"
607,607,"But after last night, Spice Grill is the only place I'm eating indian cuisine.","[{'term': 'indian cuisine', 'polarity': 'positive'}]"
608,608,We both opted for a pasta dish and they were served timely and fresh.,"[{'term': 'pasta dish', 'polarity': 'positive'}, {'term': 'served', 'polarity': 'positive'}]"
609,609,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...","[{'term': 'bread', 'polarity': 'negative'}, {'term': 'appetizer', 'polarity': 'neutral'}, {'term': 'glass of wine', 'polarity': 'neutral'}, {'term': 'main course', 'polarity': 'neutral'}]"
610,610,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","[{'term': 'neighborhood', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
611,611,"In an area sadly lacking in decent Thai food, this is one of the best spots.","[{'term': 'Thai food', 'polarity': 'positive'}]"
612,612,Tell them Herky sent you and get a free confused look from the waiter.,"[{'term': 'waiter', 'polarity': 'negative'}]"
613,613,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,"[{'term': 'hosting staff', 'polarity': 'negative'}, {'term': 'reservations', 'polarity': 'negative'}, {'term': 'reservation', 'polarity': 'neutral'}, {'term': 'seating', 'polarity': 'negative'}]"
614,614,The food was average or above including some surprising tasty dishes.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}]"
615,615,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,"[{'term': 'specials', 'polarity': 'negative'}, {'term': 'ingredients', 'polarity': 'negative'}, {'term': 'thai', 'polarity': 'neutral'}]"
616,616,Other apetizers and food,"[{'term': 'apetizers', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'neutral'}]"
617,617,The noodle and rices dishes taste great.,"[{'term': 'noodle and rices dishes', 'polarity': 'positive'}]"
618,618,The food's as good as ever.,"[{'term': 'food', 'polarity': 'positive'}]"
619,619,"The crust is thin, the ingredients are fresh and the staff is friendly.","[{'term': 'crust', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'ingredients', 'polarity': 'positive'}]"
620,620,Also a little more expensive than your average bagel place.,"[{'term': 'bagel', 'polarity': 'neutral'}]"
621,621,"the food was undercooked-the sauce watery, and the vegetables raw.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'vegetables', 'polarity': 'negative'}, {'term': 'sauce', 'polarity': 'negative'}]"
622,622,And the fried clams had just enough kick to them to make 'em worth eating.,"[{'term': 'fried clams', 'polarity': 'positive'}]"
623,623,The sauces used are also not that exciting.,"[{'term': 'sauces', 'polarity': 'negative'}]"
624,624,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,"[{'term': 'lunch menu', 'polarity': 'positive'}, {'term': 'appetizer', 'polarity': 'positive'}, {'term': 'entree', 'polarity': 'positive'}]"
625,625,The rice was poor quality and was cooked so badly it was hard.,"[{'term': 'rice', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'negative'}, {'term': 'cooked', 'polarity': 'negative'}]"
626,626,We had champagne and caviar and felt like princesses!,"[{'term': 'champagne', 'polarity': 'positive'}, {'term': 'caviar', 'polarity': 'positive'}]"
627,627,The shrimp scampi was excellent and the antipasti were plentiful.,"[{'term': 'shrimp scampi', 'polarity': 'positive'}, {'term': 'antipasti', 'polarity': 'positive'}]"
628,628,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","[{'term': 'dessert', 'polarity': 'neutral'}, {'term': 'waiter', 'polarity': 'positive'}]"
629,629,"I got the $10 10-piece dim sum combo, every bite of which was great.","[{'term': 'dim sum combo', 'polarity': 'positive'}]"
630,630,There is also very limited seating and there can be a substantial wait in getting food at peak times.,"[{'term': 'seating', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'wait', 'polarity': 'negative'}]"
631,631,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!","[{'term': 'martini', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'Roast Chicken', 'polarity': 'positive'}]"
632,632,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.","[{'term': 'table', 'polarity': 'neutral'}, {'term': 'insde table', 'polarity': 'positive'}, {'term': 'wait', 'polarity': 'negative'}]"
633,633,The prices are wonderfully low.,"[{'term': 'prices', 'polarity': 'positive'}]"
634,634,If you like spicy food get the chicken vindaloo.,"[{'term': 'chicken vindaloo', 'polarity': 'neutral'}, {'term': 'spicy food', 'polarity': 'neutral'}]"
635,635,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,"[{'term': 'lunch specials', 'polarity': 'positive'}]"
636,636,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.","[{'term': 'bar food', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}, {'term': 'hand-crafted beers', 'polarity': 'positive'}]"
637,637,No free drink.,"[{'term': 'drink', 'polarity': 'neutral'}]"
638,638,This is my first time writing a review for a restaurant because the food and service was excellent.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
639,639,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.","[{'term': 'capex', 'polarity': 'positive'}, {'term': 'bagels', 'polarity': 'neutral'}]"
640,640,The two star chefs left quite some time ago to open their own place.,"[{'term': 'chefs', 'polarity': 'neutral'}]"
641,641,Don't waste money on decor.,"[{'term': 'decor', 'polarity': 'neutral'}]"
642,642,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,"[{'term': 'back garden', 'polarity': 'positive'}, {'term': 'outdoor seating', 'polarity': 'positive'}]"
643,643,I have never before eaten 40 pieces of relatively good nigiri.,"[{'term': 'nigiri', 'polarity': 'neutral'}]"
644,644,"Given the incredible architecture surrounding it, this place has no character.","[{'term': 'architecture', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
